"Night Train","🗣️ Name","Itinerary","More details","🚂 Route","🌍 Countries","🏢 Operator","🎫 Tickets"
"PKP IC 38172 + IC 83172","Przemyślanin","Przemyśl – Świnoujście","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=126"">View details</a>","IC 38172: Przemyśl Gł. - Rzeszow Gł. - Tarnow - Kraków Gł. - Katowice - Poznań Gł. - Krzyz - Szczecin Gł. - Świnoujście<br><br>IC 83172: Świnoujście - Szczecin Gł. - Krzyz - Poznań Gł. - Leszno - Wrocław Gł. - Katowice - Kraków Gł. - Tarnow - Rzeszow Gł. - Przemyśl Gł.","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP IC 38192 + IC 83192","Podhalanin ","Zakopane – Szczecin","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=122"">View details</a>","IC 38192: Zakopane - Bielsko-Biała Gł. - Katowice Ligota - Gliwice - Poznań Gł. - Szczecin Gł.<br><br>IC 83192: Szczecin Gł. - Poznań Gł. - Bielsko-Biała Gł. - Zakopane","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 404 + TLK 405","Pirat","Kołobrzeg – Zebrzydowice","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=136"">View details</a>","TLK 404: Kołobrzeg - Poznań Gł. - Oświęcim - Zebrzydowice<br><br>TLK 405: Zebrzydowice - Oświęcim - Gliwice - Kołobrzeg","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 16190 + TLK 61190","Karkonosze","Warszawa – Jelenia Góra","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=121"">View details</a>","TLK 16190: Warszawa Wschodnia - Warszawa Centralna - Warszawa Zachodnia - Katowice - Wrocław Gł. - Jelenia Góra<br><br>TLK 61190: Jelenia Góra - Wrocław Gł. - Opole Gł. - Baqël - Warszawa Centralna","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 35190 + TLK 53190","Korsarz","Kraków – Łeba","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=125"">View details</a>","TLK 35190: Kraków Gł. - Częstochowa - Łódź Kaliska - Toruń Gł. - Bydgoszcz Gł. - Łeba<br><br>TLK 53190: Łeba - Gdynia Gł. - Gdańsk Gł. - Tczew - Bydgoszcz Gł. - Łódź Kaliska - Częstochowa - Kraków Gł.","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 18170 + TLK 81170","Uznam","Warszawa – Świnoujście","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=128"">View details</a>","TLK 18170: Warszawa Centralna - Baqël - Szczecin Gł. - Świnoujście<br><br>TLK 81170: Świnoujście - Szczecin Gł. - Kostrzyn - Baqël - Warszawa Centralna","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP EN 443 / IC 406 + IC 407 / EN 442","Chopin","Praha – Warszawa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=9"">View details</a>","EN 443 / IC 406: Praha hl.n. - Pardubice hl.n. - Olomouc hl.n. - Katowice - Trzebinia - Kraków Gł. - Warszawa Centralna<br><br>IC 407 / EN 442: Warszawa Wschodnia - Warszawa Centralna - Kraków Gł. - Trzebinia - Katowice - Rybnik - Olomouc hl.n. - Pardubice hl.n. - Praha hl.n.","CZ, PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 35170 + TLK 53170","Karpaty","Zakopane – Gdynia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=129"">View details</a>","TLK 35170: Zakopane - Kraków Gł. - Częstochowa - Warszawa Centralna - Ciechanow - Tczew - Gdańsk Gł. - Gdynia Gł.<br><br>TLK 53170: Gdynia Gł. - Gdańsk Gł. - Tczew - Ciechanow - Warszawa Gdanska - Kraków Gł. - Zakopane","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 35172 + TLK 53172","Rozewie","Kraków – Gdynia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=10"">View details</a>","TLK 35172: Kraków Gł. - Trzebinia - Katowice - Gliwice - Opole Gł. - Wrocław Gł. - Gdańsk Gł. - Gdynia Gł.<br><br>TLK 53172: Gdynia Gł. - Gdańsk Gł. - Bydgoszcz Gł. - Wrocław Gł. - Opole Gł. - Gliwice - Katowice - Trzebinia - Kraków Gł.","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 38170 + TLK 83170","Ustronie","Kraków – Kołobrzeg","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=138"">View details</a>","TLK 38170: Kraków Gł. - Kielce - Radom - Gdańsk Gł. - Gdynia Gł. - Słupsk - Koszalin - Kołobrzeg<br><br>TLK 83170: Kołobrzeg - Koszalin - Słupsk - Gdynia Gł. - Gdańsk Gł. - Warszawa Wschodnia - Radom - Kielce - Kraków Gł.","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP TLK 46174/38174 + TLK 83174/64174","Wolin","Bielsko-Biała – Świnoujście","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=137"">View details</a>","TLK 46174/38174: Bielsko-Biała Gł. - Rybnik - Opole Gł. - Kostrzyn - Szczecin Gł. - Świnoujście<br><br>TLK 83174/64174: Świnoujście - Szczecin Gł. - Kostrzyn - Zielona Góra Gł. - Rybnik - Bielsko-Biała Gł.","PL","PKP","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP/ČD EC 460 + EC 461","Baltic Express","Praha – Gdynia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=124"">View details</a>","EC 460: Praha hl.n. - Pardubice hl.n. - Lichkov - Międzylesie - Kłodzko Miasto - Wrocław Gł. - Poznań Gł. - Gdańsk Gł. - Gdynia Gł.<br><br>EC 461: Gdynia Gł. - Gdańsk Gł. - Bydgoszcz Gł. - Wrocław Gł. - Kłodzko Miasto - Międzylesie - Lichkov - Pardubice hl.n. - Praha hl.n.","PL, CZ","PKP, ČD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"PKP/ÖBB EN 406 + EN 407",,"München – Warszawa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=116"">View details</a>","EN 406: München Hbf - München Ost - Salzburg Hbf - Linz Hbf - Wien Hbf - Břeclav - Kraków Gł. - Warszawa Gdanska - Warszawa Wschodnia<br><br>EN 407: Warszawa Wschodnia - Warszawa Centralna - Baqël - Kraków Gł. - Wien Hbf - Linz Hbf - Salzburg Hbf - München Ost - München Hbf","AT, PL, CZ","PKP, ÖBB","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.intercity.pl/en/"">Book tickets</a>"
"RJ 1020 + 1021",,"Chop – Praha","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=7"">View details</a>","1020: Chop - Košice - Poprad Tatry - Pardubice hl.n. - Praha hl.n.<br><br>1021: Praha hl.n. - Pardubice hl.n. - Ostrava hl.n. - Poprad Tatry - Košice - Chop","SK, CZ","RJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://regiojet.de/"">Book tickets</a>"
"RJ 1038 + 1039",,"Przemyśl – Praha","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=261"">View details</a>","1038: Przemyśl Gł. - Kraków Gł. - Olomouc hl.n. - Praha hl.n.<br><br>1039: Praha hl.n. - Pardubice hl.n. - Olomouc hl.n. - Kraków Gł. - Przemyśl Gł.","PL, CZ","RJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://regiojet.de/"">Book tickets</a>"
"SJ 1 + 2",,"Stockholm – Malmö","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=62"">View details</a>","1: Stockholm C - Norrköping C - Hässleholm C - Lund C - Malmö C<br><br>2: Malmö C - Lund C - Helsingborg C - Hässleholm C - Stockholm C","SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.se/en/"">Book tickets</a>"
"SJ EN 345 + EN 346",,"Stockholm – Berlin","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=78"">View details</a>","EN 345: Stockholm C - Norrköping C - Linköping C - Nässjö C - Alvesta - Hässleholm C - Lund C - Malmö C - Kastrup Lufthavn - Padborg - Hamburg Hbf - Berlin Hbf<br><br>EN 346: Berlin Hbf - Hamburg Hbf - Padborg - Kastrup Lufthavn - Malmö C - Lund C - Hässleholm C - Alvesta - Nässjö C - Linköping C - Norrköping C - Stockholm C","DE, DK, SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.se/en/"">Book tickets</a>"
"SJ 70 (D) + 71 (S)",,"Stockholm – Duved","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=63"">View details</a>","70 (D): Stockholm C - Arlanda - Uppsala C - Gävle C - Östersund C - Åre - Duved<br><br>71 (S): Duved - Åre - Östersund C - Sundsvall C - Arlanda - Stockholm C","SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.se/en/"">Book tickets</a>"
"SJ 70 (U) + 77 (S)",,"Stockholm – Umeå","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=88"">View details</a>","70 (U): Stockholm C - Arlanda - Uppsala C - Gävle C - Härnösand - Örnsköldsvik C - Umeå C<br><br>77 (S): Umeå C - Örnsköldsvik C - Härnösand - Sundsvall C - Arlanda - Stockholm C","SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.se/en/"">Book tickets</a>"
"SJ Nattåg 93 (L) + Nattåg 94 (L)",,"Luleå – Stockholm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=68"">View details</a>","Nattåg 93 (L): Luleå C - Boden C - Umeå C - Örnsköldsvik C - Sundsvall C - Gävle C - Uppsala C - Arlanda - Stockholm C<br><br>Nattåg 94 (L): Stockholm C - Arlanda - Uppsala C - Gävle C - Sundsvall C - Härnösand - Örnsköldsvik C - Boden C - Luleå C","SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vy.se/"">Book tickets</a>"
"SJ Nattåg 91 + Nattåg 92",,"Luleå – Stockholm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=81"">View details</a>","Nattåg 91: Luleå C - Boden C - Umeå C - Örnsköldsvik C - Härnösand - Sundsvall C - Gävle C - Uppsala C - Arlanda - Stockholm C<br><br>Nattåg 92: Stockholm C - Arlanda - Uppsala C - Gävle C - Örnsköldsvik C - Umeå C - Boden C - Luleå C","SE","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vy.se/"">Book tickets</a>"
"SJ Nattåg 93 (N) + Nattåg 94 (N)","Arctic Circle","Narvik – Stockholm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=66"">View details</a>","Nattåg 93 (N): Narvik - Kiruna / Giron - Gällivare C - Boden C - Umeå C - Sundsvall C - Gävle C - Uppsala C - Arlanda - Stockholm C<br><br>Nattåg 94 (N): Stockholm C - Arlanda - Uppsala C - Gävle C - Sundsvall C - Härnösand - Örnsköldsvik C - Boden C - Gällivare C - Kiruna / Giron - Narvik","SE, NO","SJ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.vy.se/"">Book tickets</a>"
"SJN 405 + 406","F6","Oslo – Trondheim","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=70"">View details</a>","405: Oslo S - Hamar - Lillehammer - Trondheim<br><br>406: Trondheim - Lillehammer - Hamar - Oslo S","NO","SJN","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.no/"">Book tickets</a>"
"SJN 475 + 476","F7","Trondheim – Bodø","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=71"">View details</a>","475: Trondheim - Levanger - Steinkjer - Mo i Rana - Bodø<br><br>476: Bodø - Mo i Rana - Steinkjer - Levanger - Trondheim","NO","SJN","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sj.no/"">Book tickets</a>"
"SNCF IC Nuit 5737 + IC Nuit 5738",,"Paris – Cerbère","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=110"">View details</a>","IC Nuit 5737: Paris Austerlitz - Nîmes - Montpellier Saint-Roch - Béziers - Narbonne - Perpignan - Cerbère<br><br>IC Nuit 5738: Cerbère - Perpignan - Narbonne - Béziers - Montpellier Saint-Roch - Nîmes - Paris Austerlitz","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3750 + IC Nuit 3751",,"Toulouse – Paris","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=264"">View details</a>","IC Nuit 3750: Toulouse Matabiau - Montauban Ville Bourbon - Fleury-les-Aubrais (Orléans) - Paris Austerlitz<br><br>IC Nuit 3751: Paris Austerlitz - Fleury-les-Aubrais (Orléans) - Montauban Ville Bourbon - Toulouse Matabiau","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3731 + IC Nuit 3740","Le Pyrénéen","Tarbes – Paris","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=111"">View details</a>","IC Nuit 3731: Tarbes - Lourdes - Pau - Bayonne - Dax - Paris Austerlitz<br><br>IC Nuit 3740: Paris Austerlitz - Dax - Bayonne - Pau - Lourdes - Tarbes","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3754 (Sun) + IC Nuit 3755 (Sun)","L'Occitan","Albi – Paris","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=109"">View details</a>","IC Nuit 3754 (Sun): Albi Ville - Rodez - Figeac - St-Denis-lès-Martel - Paris Austerlitz<br><br>IC Nuit 3755 (Sun): Paris Austerlitz - St-Denis-lès-Martel - Figeac - Rodez - Albi Ville","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3754 + IC Nuit 3755","L'Occitan","Rodez – Paris","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=119"">View details</a>","IC Nuit 3754: Rodez - Figeac - St-Denis-lès-Martel - Paris Austerlitz<br><br>IC Nuit 3755: Paris Austerlitz - St-Denis-lès-Martel - Figeac - Rodez","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3970 + IC Nuit 3971","Le Pyrénéen","Latour-de-Carol – Paris","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=112"">View details</a>","IC Nuit 3970: Latour-de-Carol / La Tor de Querol - Pamiers - Fleury-les-Aubrais (Orléans) - Paris Austerlitz<br><br>IC Nuit 3971: Paris Austerlitz - Fleury-les-Aubrais (Orléans) - Pamiers - Latour-de-Carol / La Tor de Querol","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 3789 + IC Nuit 3790",,"Paris – Aurillac","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=262"">View details</a>","IC Nuit 3789: Paris Austerlitz - St-Denis-lès-Martel - Bretenoux Biars - Laroquebrou / Laròcabrau - Aurillac<br><br>IC Nuit 3790: Aurillac - Laroquebrou / Laròcabrau - Bretenoux Biars - St-Denis-lès-Martel - Paris Austerlitz","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 5781 + IC Nuit 5772","Le Train Bleu","Paris – Nice","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=108"">View details</a>","IC Nuit 5781: Paris Austerlitz - Marseille Saint-Charles - Toulon - Cannes - Nice Ville<br><br>IC Nuit 5772: Nice Ville - Cannes - Toulon - Marseille Saint-Charles - Paris Austerlitz","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"SNCF IC Nuit 5787 + IC Nuit 5792",,"Paris – Briançon","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=107"">View details</a>","IC Nuit 5787: Paris Austerlitz - Crest - Gap - Briançon<br><br>IC Nuit 5792: Briançon - Gap - Crest - Paris Austerlitz","FR","SNCF","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.sncf-connect.com/en-en/"">Book tickets</a>"
"ST 300 + 301","Berlinaren","Stockholm – Berlin","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=77"">View details</a>","300: Stockholm C - Norrköping C - Linköping C - Nässjö C - Alvesta - Hässleholm C - Lund C - Malmö C - København Ørestad - Hamburg Hbf - Berlin Hbf<br><br>301: Berlin Hbf - Hamburg Hbf - København Ørestad - Malmö C - Lund C - Hässleholm C - Alvesta - Nässjö C - Linköping C - Norrköping C - Stockholm C","DE, DK, SE","ST","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.snalltaget.se/en"">Book tickets</a>"
"ST 304 + 305",,"Innsbruck – Malmö","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=73"">View details</a>","304: Innsbruck Hbf - Jenbach - Wörgl Hbf - Kitzbühel - Salzburg Hbf - München Ost - Hamburg Hbf - Kolding - Odense - Høje Taastrup - Malmö C<br><br>305: Malmö C - Høje Taastrup - Odense - Kolding - Hamburg Hbf - München Ost - Salzburg Hbf - Kitzbühel - Wörgl Hbf - Jenbach - Innsbruck Hbf","SE, DK, DE, AT","ST","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.snalltaget.se/en"">Book tickets</a>"
"ST 3920 + 3921",,"Malmö – ","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=79"">View details</a>","3920: Malmö C - Lund C - Hässleholm C - Alvesta - Nässjö C - Linköping C - Norrköping C - Stockholm C - Uppsala C - Östersund C - Åre - Duved - Storlien<br><br>3921: Storlien - Duved - Åre - Östersund C - Uppsala C - Stockholm C - Norrköping C - Alvesta - Hässleholm C - Lund C - Malmö C","SE","ST","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.snalltaget.se/en"">Book tickets</a>"
"ST 3904 + 3905",,"Malmö – Duved","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=80"">View details</a>","3904: Malmö C - Lund C - Hässleholm C - Alvesta - Nässjö C - Linköping C - Norrköping C - Östersund C - Åre - Duved<br><br>3905: Duved - Åre - Östersund C - Linköping C - Nässjö C - Alvesta - Hässleholm C - Lund C - Malmö C","SE","ST","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.snalltaget.se/en"">Book tickets</a>"
"TCDD 22001 + 12002","Ankara Ekspresi","Ankara – İstanbul","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=31"">View details</a>","22001: Ankara - Eskişehir - İstanbul Pendik - İstanbul Sögütlücesme - İstanbul Halkalı<br><br>12002: İstanbul Halkalı - İstanbul Sögütlücesme - İstanbul Pendik - İzmit - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD 22006 + 32005","Izmir Mavi","Ankara – İzmir","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=30"">View details</a>","22006: Ankara - Eskişehir - Balıkesir - Manisa - İzmir Çiğli - İzmir Basmane<br><br>32005: İzmir Basmane - İzmir Çiğli - Manisa - Balıkesir - Eskişehir - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
"TCDD 22010 + 42009","Dogu Ekspresi","Ankara – Kars","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=247"">View details</a>","22010: Ankara - Kırıkkale - Kayseri - Sivas - Erzincan - Erzurum - Kars<br><br>42009: Kars - Erzurum - Erzincan - Sivas - Kayseri - Kırıkkale - Ankara","TR","TCDD","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://www.tcddtasimacilik.gov.tr/"">Book tickets</a>"
